frame,particles,delta,physMem,virtMem
523,1200,0.0205328,51400704,40931328
524,1203,0.0197125,51400704,40931328
525,1208,0.0195122,51400704,40931328
526,1208,0.0231392,51400704,40931328
527,1209,0.0198756,51400704,40931328
528,1212,0.0191174,51400704,40931328
529,1213,0.0201868,51400704,40931328
530,1214,0.0198258,51400704,40931328
531,1218,0.0194752,51400704,40931328
532,1218,0.0230176,51400704,40931328
533,1218,0.01909,51400704,40931328
534,1224,0.0194783,51400704,40931328
535,1225,0.0229967,51400704,40931328
536,1228,0.0201268,51400704,40931328
537,1229,0.0206585,51400704,40931328
538,1229,0.0203218,51400704,40931328
539,1240,0.0206936,51400704,40931328
540,1240,0.0248428,51400704,40931328
541,1240,0.020054,51400704,40931328
542,1240,0.0196394,51400704,40931328
543,1240,0.0196341,51400704,40931328
544,1240,0.0199057,51400704,40931328
545,1240,0.0198005,51400704,40931328
546,1242,0.0208305,51400704,40931328
547,1242,0.0214082,51400704,40931328
548,1252,0.0203185,51400704,40931328
549,1254,0.0236641,51400704,40931328
550,1254,0.0205,51400704,40931328
551,1254,0.0202192,51400704,40931328
552,1254,0.0215278,51400704,40931328
553,1254,0.0199525,51400704,40931328
554,1254,0.019432,51400704,40931328
555,1258,0.0204271,51400704,40931328
556,1258,0.0233168,51400704,40931328
557,1260,0.0206906,51400704,40931328
558,1263,0.0208299,51400704,40931328
559,1264,0.021291,51400704,40931328
560,1264,0.0204745,51400704,40931328
561,1264,0.0208434,51400704,40931328
562,1267,0.0206921,51400704,40931328
563,1269,0.0213667,51400704,40931328
564,1269,0.0220026,51400704,40931328
565,1270,0.0203667,51400704,40931328
566,1271,0.0201228,51400704,40931328
567,1272,0.0211895,51400704,40931328
568,1276,0.0210573,51400704,40931328
569,1288,0.0226814,51400704,40931328
570,1296,0.0262536,51400704,40931328
571,1298,0.0241542,51400704,40931328
572,1303,0.0215424,51400704,40931328
573,1303,0.0263187,51400704,40931328
574,1304,0.0213062,51400704,40931328
575,1304,0.0205472,51400704,40931328
576,1304,0.0218373,51400704,40931328
577,1314,0.0203277,51400704,40931328
578,1315,0.0247176,51400704,40931328
579,1319,0.0214482,51400704,40931328
580,1320,0.0235464,51400704,40931328
581,1322,0.0285418,51400704,40931328
582,1323,0.0218624,51400704,40931328
583,1326,0.0243659,51400704,40931328
584,1329,0.0219,51400704,40931328
585,1331,0.0228832,51400704,40931328
586,1331,0.0220001,51400704,40931328
587,1333,0.0207193,51400704,40931328
588,1344,0.0213763,51400704,40931328
589,1350,0.0296988,51400704,40931328
590,1351,0.0238419,51400704,40931328
591,1353,0.022116,51400704,40931328
592,1356,0.0233433,51400704,40931328
593,1357,0.0237279,51400704,40931328
594,1364,0.0215839,51400704,40931328
595,1367,0.027461,51400704,40931328
596,1368,0.0235554,51400704,40931328
597,1370,0.0221359,51400704,40931328
598,1373,0.022828,51400704,40931328
599,1381,0.0227118,51400704,40931328
600,1384,0.0250692,51400704,40931328
601,1385,0.0236534,51400704,40931328
602,1385,0.0217687,51400704,40931328
603,1387,0.0220591,51400704,40931328
604,1388,0.0223868,51400704,40931328
605,1392,0.022192,51400704,40931328
606,1394,0.023734,51400704,40931328
607,1399,0.024866,51400704,40931328
608,1408,0.0247612,51400704,40931328
609,1408,0.0255239,51400704,40931328
610,1408,0.0222663,51400704,40931328
611,1408,0.022355,51400704,40931328
612,1411,0.0226103,51400704,40931328
613,1412,0.0224341,51400704,40931328
614,1414,0.02228,51400704,40931328
615,1415,0.0230086,51400704,40931328
616,1415,0.0220976,51400704,40931328
617,1415,0.0220175,51400704,40931328
618,1422,0.0231151,51400704,40931328
619,1423,0.0274876,51400704,40931328
620,1427,0.0221079,51400704,40931328
621,1429,0.0238345,51400704,40931328
622,1433,0.023877,51400704,40931328
623,1449,0.0243872,51400704,40931328
624,1450,0.0276298,51400704,40931328
625,1451,0.0239421,51400704,40931328
626,1452,0.0247506,51400704,40931328
627,1458,0.0242904,51400704,40931328
628,1458,0.0269391,51400704,40931328
629,1458,0.0229421,51400704,40931328
630,1458,0.0233203,51400704,40931328
631,1463,0.0234066,51400704,40931328
632,1468,0.0266197,51400704,40931328
633,1477,0.025342,51400704,40931328
634,1482,0.0278663,51400704,40931328
635,1488,0.0263986,51400704,40931328
636,1493,0.0284833,51400704,40931328
637,1495,0.0266667,51400704,40931328
638,1498,0.0236354,51400704,40931328
639,1498,0.0248525,51400704,40931328
640,1500,0.0244491,51400704,40931328
641,1504,0.0258299,51400704,40931328
642,1505,0.0268166,51400704,40931328
643,1505,0.0246984,51400704,40931328
644,1505,0.0248045,51400704,40931328
645,1509,0.0245737,51400704,40931328
646,1512,0.0266756,51400704,40931328
647,1520,0.0254685,51400704,40931328
648,1523,0.0301112,51400704,40931328
